SAISON;DISCIPLINE;RANG;RANG_LIGUE;PRE_INSCRIT;QUOTA;NOM_ABREGE;SEXE_EQUIPE;ARME_EQUIPE;CATEGORIE_CLASSEMENT;CODE_STRUCTURE;NOM_STRUCTURE;ADRESSE_VILLE_SIEGE;SCORE1;SCORE2;SCORE3;MOY_SCORE;CORRESPONDANT_CLUB
2026;T;127;;;;EVRON;X;CL;Double Mixte Arc Classique 2026;1253076;CLUB ATHLETIQUE EVRONNAIS;EVRON;540;523;0;1063;gesberts53@orange.fr
2026;T;128;;;;THOUARE SUR LOIRE;X;CL;Double Mixte Arc Classique 2026;1244003;ARCHERS THOUAREENS;THOUARE SUR LOIRE;565;497;0;1062;archersthouareens@yahoo.fr
2026;T;142;;;;LA HAYE FOUASSIERE;X;CL;Double Mixte Arc Classique 2026;1244013;ARC'HAYE;LA HAIE FOUASSIERE;543;485;0;1028;brenot.delphine4@gmail.com
2026;T;160;;;;POUZAUGES;X;CL;Double Mixte Arc Classique 2026;1285128;LES ARCHERS DU HAUT BOCAGE;POUZAUGES;516;473;0;989;archers.pouzauges@orange.fr
2026;T;169;;;;LE BIGNON;X;CL;Double Mixte Arc Classique 2026;1244008;LES ARCHERS DU BIGNON;LE BIGNON;532;436;0;968;gael.tenailleau@free.fr
2026;T;223;;;;ST HERBLAIN;X;CL;Double Mixte Arc Classique 2026;1244002;ARCHERS DE ST HERBLAIN;SAINT-HERBLAIN;494;153;0;647;president.ash@gmail.com
2026;T;235;;;;PONTCHATEAU;X;CL;Double Mixte Arc Classique 2026;1244019;COMPAGNIE DES ARCHERS DU BRIVET;PONTCHÂTEAU;359;136;0;495;lebreton.jeanmichel.jml@gmail.com
2026;T;24;;DR -PDL-Oui;;SAINT GEREON;H;CO;Arc à Poulies Homme 2026;1244005;ARCHERS DU GOTHA;ANCENIS-SAINT-GÉRÉON;683;679;677;2039;archersdugotha@gmail.com
2026;T;51;;DR ;;DONGES;H;CO;Arc à Poulies Homme 2026;1244010;CIE LES FLECHES DONGEOISES;DONGES;671;664;662;1997;romualdcadoret@gmail.com
2026;T;53;;DR -Oui;;LA TURBALLE;H;CO;Arc à Poulies Homme 2026;1244036;LES FLECHES TURBALLAISES;LA TURBALLE;676;663;649;1988;benjamin.jube44420@gmail.com
2026;T;62;;;;CHOLET TAC;H;CO;Arc à Poulies Homme 2026;1249050;TIR A L ARC CHOLETAIS;CHOLET;676;676;623;1975;alexis.garnier49@gmail.com
2026;T;64;;DR ;;CARQUEFOU;H;CO;Arc à Poulies Homme 2026;1244009;ARCHERS DE L'ERDRE;CARQUEFOU;673;671;630;1974;ioan.legue@gmail.com
2026;T;87;;DR ;;PORNIC;H;CO;Arc à Poulies Homme 2026;1244046;LES ARCHERS PORNICAIS;PORNIC;662;655;623;1940;les.archers.pornicais@gmail.com
2026;T;96;;DR ;;MURS ERIGNE;H;CO;Arc à Poulies Homme 2026;1249058;LES ARCHERS DE L'AUBANCE;MÛRS-ERIGNÉ;646;642;632;1920;peltiermichael3@gmail.com
2026;T;133;;;;SAUMUR;H;CO;Arc à Poulies Homme 2026;1249066;JEANNE D'ARC DE SAUMUR TIR A L'ARC;SAUMUR;674;671;423;1768;patrickmartin49@orange.fr
2026;T;147;;;;LE MANS MAINE;H;CO;Arc à Poulies Homme 2026;1272108;ARC DU MAINE (LE MANS);LE MANS;573;561;553;1687;contacts@arcdumaine.fr
2026;T;149;;DR ;;AIZENAY;H;CO;Arc à Poulies Homme 2026;1285133;L'ARCHER CLUB D'AIZENAY;AIZENAY;668;668;334;1670;arc.aizenay@gmail.com
2026;T;156;;;;LA GARNACHE;H;CO;Arc à Poulies Homme 2026;1285113;LES GARNA'ARCHERS;LA GARNACHE;668;659;231;1558;chiron.couthouis@gmail.com
2026;T;158;;;;LE LUART;H;CO;Arc à Poulies Homme 2026;1272095;UNION SPORTIVE DU LUART;LE LUART;654;647;215;1516;annemarieaa72@gmail.com
2026;T;161;;;;GROSBREUIL;H;CO;Arc à Poulies Homme 2026;1285124;ARCHERS DE GROSBREUIL;GROSBREUIL;660;636;207;1503;archersdegrosbreuil@orange.fr
2026;T;200;;;;CANDE;H;CO;Arc à Poulies Homme 2026;1249047;CIE DES ARCHERS DU S.O CANDEEN;CANDE;199;193;189;581;archersdusocande@gmail.com
2026;T;11;;DNAP;;CARQUEFOU;F;CO;Arc à Poulies Femme 2026;1244009;ARCHERS DE L'ERDRE;CARQUEFOU;663;657;626;1946;ioan.legue@gmail.com
2026;T;13;;DR -PDL-Oui;;LA GARNACHE;F;CO;Arc à Poulies Femme 2026;1285113;LES GARNA'ARCHERS;LA GARNACHE;666;637;627;1930;chiron.couthouis@gmail.com
2026;T;23;;DR -Oui;;CHOLET TAC;F;CO;Arc à Poulies Femme 2026;1249050;TIR A L ARC CHOLETAIS;CHOLET;650;617;600;1867;alexis.garnier49@gmail.com
2026;T;48;;;;CANDE;F;CO;Arc à Poulies Femme 2026;1249047;CIE DES ARCHERS DU S.O CANDEEN;CANDE;362;199;189;750;archersdusocande@gmail.com
2026;T;25;;;;CARQUEFOU;X;CO;Double Mixte Arc à Poulies 2026;1244009;ARCHERS DE L'ERDRE;CARQUEFOU;673;663;0;1336;ioan.legue@gmail.com
2026;T;28;;;;LA GARNACHE;X;CO;Double Mixte Arc à Poulies 2026;1285113;LES GARNA'ARCHERS;LA GARNACHE;668;666;0;1334;chiron.couthouis@gmail.com
2026;T;34;;;;CHOLET TAC;X;CO;Double Mixte Arc à Poulies 2026;1249050;TIR A L ARC CHOLETAIS;CHOLET;676;650;0;1326;alexis.garnier49@gmail.com
2026;T;45;;Oui;;LA TURBALLE;X;CO;Double Mixte Arc à Poulies 2026;1244036;LES FLECHES TURBALLAISES;LA TURBALLE;676;629;0;1305;benjamin.jube44420@gmail.com
2026;T;48;;Oui;;THOUARE SUR LOIRE;X;CO;Double Mixte Arc à Poulies 2026;1244003;ARCHERS THOUAREENS;THOUARE SUR LOIRE;674;627;0;1301;archersthouareens@yahoo.fr
2026;T;58;;;;LE LUART;X;CO;Double Mixte Arc à Poulies 2026;1272095;UNION SPORTIVE DU LUART;LE LUART;654;635;0;1289;annemarieaa72@gmail.com
2026;T;68;;;;LA HAYE FOUASSIERE;X;CO;Double Mixte Arc à Poulies 2026;1244013;ARC'HAYE;LA HAIE FOUASSIERE;644;633;0;1277;brenot.delphine4@gmail.com
2026;T;99;;;;DONGES;X;CO;Double Mixte Arc à Poulies 2026;1244010;CIE LES FLECHES DONGEOISES;DONGES;671;394;0;1065;romualdcadoret@gmail.com
2026;T;105;;;;BEAUPREAU;X;CO;Double Mixte Arc à Poulies 2026;1249054;LA FLECHE AU COEUR DES MAUGES;BEAUPRÉAU-EN-MAUGES;671;363;0;1034;infos@tiralarc-beaupreau.fr
2026;T;157;;;;CANDE;X;CO;Double Mixte Arc à Poulies 2026;1249047;CIE DES ARCHERS DU S.O CANDEEN;CANDE;362;199;0;561;archersdusocande@gmail.com
2026;T;168;;;;FONTENAY LE COMTE;X;CO;Double Mixte Arc à Poulies 2026;1285122;TIR ARC FONTENAISIEN;VELLUIRE;167;92;0;259;archers.fontenay@gmail.com
2026;S;18;;;;CARQUEFOU;H;CL;Arc Classique Homme 2026;1244009;ARCHERS DE L'ERDRE;CARQUEFOU;573;565;562;1700;ioan.legue@gmail.com
2026;S;24;;;;LAIGNÉ SAINT GERVAIS;H;CL;Arc Classique Homme 2026;1272091;CIE ARCHERS DU BELINOIS;LAIGNÉ-EN-BELIN;565;564;563;1692;cecile.bertin@orange.fr
2026;S;45;;;;MONTOIR DE BRETAGNE;H;CL;Arc Classique Homme 2026;1244027;LES ARCHERS MONTOIRINS;MONTOIR-DE-BRETAGNE;575;558;540;1673;lesarchersmontoirins@gmail.com
2026;S;47;;;;LE MANS MAINE;H;CL;Arc Classique Homme 2026;1272108;ARC DU MAINE (LE MANS);LE MANS;568;553;551;1672;contacts@arcdumaine.fr
2026;S;53;;;;CANDE;H;CL;Arc Classique Homme 2026;1249047;CIE DES ARCHERS DU S.O CANDEEN;CANDE;563;557;545;1665;archersdusocande@gmail.com
2026;S;64;;;;MONTAIGU;H;CL;Arc Classique Homme 2026;1285121;LES ARCHERS DE LA DIGUE;MONTAIGU-VENDÉE;565;557;536;1658;archersdeladigue.president@gmail.com
2026;S;65;;;;ANGERS;H;CL;Arc Classique Homme 2026;1249056;S G T A - TIR A L'ARC;ANGERS;573;542;542;1657;benamareric@gmail.com
2026;S;72;;;;LAVAL;H;CL;Arc Classique Homme 2026;1253075;CIE ST GEORGES DE LAVAL;LAVAL;552;551;549;1652;tiralarc.usl@gmail.com
2026;S;73;;;;MURS ERIGNE;H;CL;Arc Classique Homme 2026;1249058;LES ARCHERS DE L'AUBANCE;MÛRS-ERIGNÉ;561;558;532;1651;peltiermichael3@gmail.com
2026;S;105;;;;CHOLET TAC;H;CL;Arc Classique Homme 2026;1249050;TIR A L ARC CHOLETAIS;CHOLET;548;548;541;1637;alexis.garnier49@gmail.com
2026;S;112;;;;ORVAULT;H;CL;Arc Classique Homme 2026;1244042;ARCHERS D'ORVAULT;ORVAULT;564;537;533;1634;archers.orvault@gmail.com
2026;S;125;;;;PONTCHATEAU;H;CL;Arc Classique Homme 2026;1244019;COMPAGNIE DES ARCHERS DU BRIVET;PONTCHÂTEAU;550;542;536;1628;lebreton.jeanmichel.jml@gmail.com
2026;S;128;;;;FONTENAY LE COMTE;H;CL;Arc Classique Homme 2026;1285122;TIR ARC FONTENAISIEN;VELLUIRE;555;537;534;1626;archers.fontenay@gmail.com
2026;S;148;;;;DONGES;H;CL;Arc Classique Homme 2026;1244010;CIE LES FLECHES DONGEOISES;DONGES;549;542;529;1620;romualdcadoret@gmail.com
2026;S;154;;;;AIZENAY;H;CL;Arc Classique Homme 2026;1285133;L'ARCHER CLUB D'AIZENAY;AIZENAY;565;527;525;1617;arc.aizenay@gmail.com
2026;S;192;;;;LUCON;H;CL;Arc Classique Homme 2026;1285135;ARCHERS RICHELIEU;LUÇON;544;541;521;1606;SAMIOT95@GMAIL.COM
2026;S;203;;;;ST MACAIRE EN MAUGES;H;CL;Arc Classique Homme 2026;1249059;LA FLECHE MACAIROISE;SEVREMOINE;545;529;528;1602;loulle49@orange.fr
2026;S;220;;;;PIRIAC SUR MER;H;CL;Arc Classique Homme 2026;1244028;LES ARCHERS PIRIACAIS;PIRIAC-SUR-MER;572;536;487;1595;les.archers.piriacais@gmail.com
2026;S;231;;;;SAINT GEREON;H;CL;Arc Classique Homme 2026;1244005;ARCHERS DU GOTHA;ANCENIS-SAINT-GÉRÉON;538;532;523;1593;archersdugotha@gmail.com
2026;S;234;;;;LA FLECHE;H;CL;Arc Classique Homme 2026;1272098;COMPAGNIE D'ARC DE LA FLECHE;LA FLÈCHE;571;516;505;1592;ciearclafeche@gmail.com
2026;S;253;;;;POUZAUGES;H;CL;Arc Classique Homme 2026;1285128;LES ARCHERS DU HAUT BOCAGE;POUZAUGES;536;531;522;1589;archers.pouzauges@orange.fr
2026;S;264;;;;COUERON;H;CL;Arc Classique Homme 2026;1244025;ETOILE SPORTIVE COUERONNAISE;COUËRON;535;528;523;1586;alexis@acytem.fr
2026;S;295;;;;CHALLANS;H;CL;Arc Classique Homme 2026;1285134;ARCHERS CHALLANDAIS;CHALLANS;564;518;496;1578;maurice.brebant@icloud.com
2026;S;305;;;;LE FUILET;H;CL;Arc Classique Homme 2026;1249063;ARCHERS DU PARADIS;MONTREVAULT SUR EVRE;537;532;508;1577;archersduparadis49@gmail.com
2026;S;308;;;;NANTES;H;CL;Arc Classique Homme 2026;1244044;ARCHERS NANTAIS;NANTES;531;530;514;1575;secretariat.archersnantais@gmail.com
2026;S;333;;;;ST NAZAIRE;H;CL;Arc Classique Homme 2026;1244024;LES ARCHERS NAZAIRIENS;SAINT-NAZAIRE;530;521;517;1568;throy@orange.fr
2026;S;352;;;;LES SABLES D'OLONNE;H;CL;Arc Classique Homme 2026;1285132;LES ARCHERS SABLAIS;OLONNE SUR MER;529;520;514;1563;archers.sablais@gmail.com
2026;S;355;;;;CHATEAU DU LOIR;H;CL;Arc Classique Homme 2026;1272106;CLUB OMNISPORT CHATEAU DU LOIR;BEAUMONT-PIED-DE-B?UF;521;0;0;521;robert.gonthier@sfr.fr
2026;S;356;;;;LA CHATAIGNERAIE;H;CL;Arc Classique Homme 2026;1285115;TIR A L'ARC DE CHATAIGNERAIE;LOGE-FOUGEREUSE;551;521;490;1562;arc.chataigneraie@gmail.com
2026;S;358;;;;SILLE LE GUILLAUME;H;CL;Arc Classique Homme 2026;1272109;COMPAGNIE DES ARCHERS DE SILLE;SILLÉ-LE-GUILLAUME;542;530;489;1561;nathaliebecu@wanadoo.fr
2026;S;369;;;;VERTOU;H;CL;Arc Classique Homme 2026;1244041;CIE ARCHERS DE VERTOU;SAINT-SÉBASTIEN-SUR-LOIRE;533;514;511;1558;bureau@vertouarc.fr
2026;S;370;;;;GROSBREUIL;H;CL;Arc Classique Homme 2026;1285124;ARCHERS DE GROSBREUIL;GROSBREUIL;555;512;490;1557;archersdegrosbreuil@orange.fr
2026;S;376;;;;BASSE GOULAINE;H;CL;Arc Classique Homme 2026;1244011;B.G.A.C.;BASSE GOULAINE;542;535;479;1556;arnaud.julien44@outlook.fr
2026;S;402;;;;MAZE;H;CL;Arc Classique Homme 2026;1249049;ARCHERS DU VAL D'AUTHION;MAZE;520;517;515;1552;ava.maze49@gmail.com
2026;S;406;;;;LE MANS;H;CL;Arc Classique Homme 2026;1272105;SOM TIR A L'ARC;LE MANS;522;517;512;1551;emilie.thomas.lm@gmail.com
2026;S;419;;;;LA TURBALLE;H;CL;Arc Classique Homme 2026;1244036;LES FLECHES TURBALLAISES;LA TURBALLE;560;496;492;1548;benjamin.jube44420@gmail.com
2026;S;422;;;;MAYENNE;H;CL;Arc Classique Homme 2026;1253084;LES CUPIDONS MAYENNAIS;MAYENNE;552;522;472;1546;fabien.gendry@free.fr
2026;S;437;;;;CLISSON;H;CL;Arc Classique Homme 2026;1244004;CIE D'ARC OLIVIER DE CLISSON;CLISSON;532;506;504;1542;ciearcolison@orange.fr
2026;S;462;;;;PORNIC;H;CL;Arc Classique Homme 2026;1244046;LES ARCHERS PORNICAIS;PORNIC;528;515;493;1536;les.archers.pornicais@gmail.com
2026;S;463;;;;LA FERTE BERNARD;H;CL;Arc Classique Homme 2026;1272112;VSF TIR A L'ARC;CORMES;521;516;499;1536;pilon.fabrice@free.fr
2026;S;481;;;;LE BIGNON;H;CL;Arc Classique Homme 2026;1244008;LES ARCHERS DU BIGNON;LE BIGNON;524;508;500;1532;gael.tenailleau@free.fr
2026;S;486;;;;ST HERBLAIN;H;CL;Arc Classique Homme 2026;1244002;ARCHERS DE ST HERBLAIN;SAINT-HERBLAIN;525;506;500;1531;president.ash@gmail.com
2026;S;520;;;;ECOMMOY;H;CL;Arc Classique Homme 2026;1272096;LES ARCHERS D ECOMMOY;ÉCOMMOY;516;512;497;1525;limajacgue.62@gmail.com
